source_type,source_id,source_name,event_id,event_name,page,command_index,code,kind,text,story_index,draft_id,draft_status
common_event,2,Brendan dependent event,,,,0,101,show_text,\bDo you want me to stop following you?,0,\bDo kamu ingin aku berhenti mengikutimu?,machine_draft
common_event,2,Brendan dependent event,,,,1,102,choices,Yes,0,Ya,machine_draft
common_event,2,Brendan dependent event,,,,1,102,choices,No,0,Tidak,machine_draft
common_event,2,Brendan dependent event,,,,2,402,choice_branch,Yes,0,Ya,machine_draft
common_event,2,Brendan dependent event,,,,3,355,script,"pbRemoveDependency2(""Brendan"")",0,,skip_script
common_event,2,Brendan dependent event,,,,4,355,script,pbDeregisterPartner,0,,skip_script
common_event,2,Brendan dependent event,,,,5,101,show_text,"\bI'll stay here, then.",0,\bI akan tetap di sini kalau begitu.,machine_draft
common_event,2,Brendan dependent event,,,,7,402,choice_branch,No,0,Tidak,machine_draft
common_event,2,Brendan dependent event,,,,8,101,show_text,\bLet's keep going!,0,\bLet lanjutkan!,machine_draft
common_event,3,Eda dependiente xD,,,,1,101,show_text,\dxn[Eda]¡Claro! ¡Te curo los Pokémon!,0,\dxn[Eda]Tentu! Saya akan menyembuhkan Pokémon Anda!,machine_draft
common_event,3,Eda dependiente xD,,,,7,101,show_text,\dxn[Eda]¡Sigamos con lo nuestro!,0,\dxn[Eda]Ayo kita mulai!,machine_draft
common_event,4,Xiao dependiente xD,,,,1,101,show_text,\dxn[Eda]¡Claro! ¡Te curo los Pokémon!,0,\dxn[Eda]Tentu! Saya akan menyembuhkan Pokémon Anda!,machine_draft
common_event,4,Xiao dependiente xD,,,,7,101,show_text,"\dxn[Eda]¡Vámonos, no hay tiempo que perder!",0,"\dxn[Eda]Ayo, tidak ada waktu yang terbuang sia-sia!",machine_draft
common_event,4,Xiao dependiente xD,,,,9,355,script,"pbRegisterPartner(:LEADER_Yangxiao,""Yang Xiao"",1)",0,,skip_script
common_event,5,Vesta dependiente xD,,,,1,101,show_text,\dxn[Ex Comandante Vesta]¿Qué narices quieres? Tenemos prisa.,0,\dxn[Ex Comandante Vesta]Apa yang kamu inginkan? Kami sedang terburu-buru.,machine_draft
common_event,6,Sakura dependiente xD,,,,1,101,show_text,"\dxn[Sakura]Deberíamos investigar el bosque, a ver si descubrimos cómo salir de aquí.",0,"\dxn[Sakura]Kita harus menyelidiki hutan, melihat apakah kita dapat mengetahui cara keluar dari sini.",machine_draft
common_event,7,Lluvia dependiente xD,,,,1,101,show_text,\dxn[Lluvia]Veamos qué nos espera arriba.,0,\dxn[Lluvia]Mari kita lihat apa yang menanti kita di lantai atas.,machine_draft
common_event,8,Adri dependiente xD,,,,1,101,show_text,\dxn[Adrián]Veamos qué nos espera arriba.,0,\dxn[Adrián]Mari kita lihat apa yang menanti kita di lantai atas.,machine_draft
common_event,9,Shayan dependiente xD,,,,1,101,show_text,\dxn[Shayan]¿Ocurre algo?,0,\dxn[Shayan]Apakah ada yang salah?,machine_draft
common_event,10,Rodolfo dependiente xD,,,,1,101,show_text,"\dxn[Rodolfo]¡Venga, vamos!",0,\dxn[Rodolfo]Ayo berangkat!,machine_draft
common_event,11,Evento del botiquin xD,,,,1,101,show_text,El Botiquín tiene \v[254] cargas de energía.,0,Kotak P3K memiliki muatan energi \v[254].,machine_draft
common_event,11,Evento del botiquin xD,,,,2,101,show_text,¿Quieres usarlo?,0,Apakah Anda ingin menggunakannya?,machine_draft
common_event,11,Evento del botiquin xD,,,,3,102,choices,Si,0,Ya,machine_draft
common_event,11,Evento del botiquin xD,,,,3,102,choices,No,0,Tidak,machine_draft
common_event,11,Evento del botiquin xD,,,,4,402,choice_branch,Si,0,Ya,machine_draft
common_event,11,Evento del botiquin xD,,,,8,101,show_text,¡Se ha restaurado la vida de tus Pokémon!,0,Kehidupan Pokémon Anda telah dipulihkan!,machine_draft
common_event,11,Evento del botiquin xD,,,,10,101,show_text,Al Botiquín le quedan \v[254] cargas de energía.,0,Kotak P3K memiliki sisa energi \v[254].,machine_draft
common_event,11,Evento del botiquin xD,,,,12,402,choice_branch,No,0,Tidak,machine_draft
common_event,11,Evento del botiquin xD,,,,13,101,show_text,No usaste el Botiquín.,0,Anda tidak menggunakan Kotak P3K.,machine_draft
common_event,11,Evento del botiquin xD,,,,18,101,show_text,No te quedan cargas en el Botiquín.,0,Anda tidak memiliki biaya tersisa di Kotak P3K.,machine_draft
common_event,12,Rodolfo dependiente 2,,,,1,101,show_text,\dxn[Rodolfo]...,0,\dxn[Rodolfo]...,machine_draft
common_event,12,Rodolfo dependiente 2,,,,6,101,show_text,\dxn[Eda]No parece muy animado...,0,\dxn[Eda]Kelihatannya kurang meriah...,machine_draft
common_event,13,Lena Dependiente xD,,,,1,101,show_text,"\dxn[Lena]¡Vamos, hay que encontrarlos!",0,"\dxn[Lena]Ayo, kita harus menemukannya!",machine_draft
common_event,16,Diario GOD,,,,1,101,show_text,Dirígete a la escuela.,0,Pergilah ke sekolah.,machine_draft
common_event,16,Diario GOD,,,,8,101,show_text,Ve al laboratorio para conseguir a tu Pokémon inicial.,0,Pergi ke laboratorium untuk mendapatkan Pokémon pemula Anda.,machine_draft
common_event,16,Diario GOD,,,,15,101,show_text,Ve a casa de Álama.,0,Pergi ke rumah Álama.,machine_draft
common_event,16,Diario GOD,,,,22,101,show_text,"Dirígete a la playa, en el Sur de Pueblo Gorrión.",0,"Pergilah ke pantai, di selatan Pueblo Gorrión.",machine_draft
common_event,16,Diario GOD,,,,29,101,show_text,Vuelve a casa para informar a tus padres.,0,Kembalilah ke rumah untuk memberi tahu orang tuamu.,machine_draft
common_event,16,Diario GOD,,,,36,101,show_text,Dirígete a la Ruta 1.,0,Pergilah ke Rute 1.,machine_draft
common_event,16,Diario GOD,,,,43,101,show_text,Dirígete a la Ruta 2.,0,Pergilah ke Rute 2.,machine_draft
common_event,16,Diario GOD,,,,50,101,show_text,Encuentra a Ditto en Pueblo Pardillo.,0,Temukan Ditto di Pueblo Pardillo.,machine_draft
common_event,16,Diario GOD,,,,57,101,show_text,Ve a buscar a Álama.,0,Carilah Alama.,machine_draft
common_event,16,Diario GOD,,,,64,101,show_text,Sigue tu aventura de chill.,0,Lanjutkan petualangan dingin Anda.,machine_draft
common_event,16,Diario GOD,,,,71,101,show_text,Busca el hacha por el Bosque Verderón.,0,Cari kapak di Hutan Greenwood.,machine_draft
common_event,16,Diario GOD,,,,78,101,show_text,Ve a Ciudad Verderón.,0,Pergi ke Kota Greenfinch.,machine_draft
common_event,16,Diario GOD,,,,85,101,show_text,Sigue tu aventura.,0,Lanjutkan petualangan Anda.,machine_draft
common_event,16,Diario GOD,,,,92,101,show_text,Ve a Pueblo Jilguero a entregar la carta de Yang Xiao.,0,Pergi ke Kota Goldfinch untuk mengantarkan surat Yang Xiao.,machine_draft
common_event,16,Diario GOD,,,,99,101,show_text,"Dirígete a la Cueva Reliquia, al Sur de la Ruta 6.",0,"Pergilah ke Gua Relik, Selatan Rute 6.",machine_draft
common_event,16,Diario GOD,,,,106,101,show_text,Sigue por la Ruta 7 y vuelve a Ciudad Calentra para retar a Yang Xiao.,0,Lanjutkan sepanjang Rute 7 dan kembali ke Kota Calentra untuk menantang Yang Xiao.,machine_draft
common_event,16,Diario GOD,,,,113,101,show_text,"Avisa a Eda que han cerrado el gimnasio, se encuentra en la Playa de Ciudad Calentra.",0,Beritahu Eda bahwa mereka telah menutup gym yang terletak di Pantai Kota Calentra.,machine_draft
common_event,16,Diario GOD,,,,120,101,show_text,Dirígete a Ciudad Ninfa.,0,Pergilah ke Kota Nymph.,machine_draft
common_event,16,Diario GOD,,,,127,101,show_text,Dirígete a Ciudad Cardenal.,0,Pergilah ke Kota Cardenal.,machine_draft
common_event,16,Diario GOD,,,,134,101,show_text,Ve a salvar al Alcalde en el Sur de Ciudad Cardenal.,0,Selamatkan Walikota di Selatan Kota Cardenal.,machine_draft
common_event,16,Diario GOD,,,,141,101,show_text,Ve a buscar a Álama por el Norte de Ciudad Cardenal.,0,Temukan Álama di Utara Kota Cardenal.,machine_draft
common_event,16,Diario GOD,,,,148,101,show_text,Dirígete al Bar Stones del Centro de Ciudad Cardenal.,0,Pergilah ke Stones Bar di Pusat Kota Cardenal.,machine_draft
common_event,16,Diario GOD,,,,155,101,show_text,Dirígete al Hotel del Centro de Ciudad Cardenal.,0,Pergi ke Hotel Pusat Kota Cardenal.,machine_draft
common_event,16,Diario GOD,,,,162,101,show_text,Ve a buscar a Eda en el Gimnasio de la zona Este.,0,Temukan Eda di Gym di area Timur.,machine_draft
common_event,16,Diario GOD,,,,169,101,show_text,Ve al Acuario.,0,Pergi ke Akuarium.,machine_draft
common_event,16,Diario GOD,,,,176,101,show_text,Enfréntate a Celeste en el Gimnasio.,0,Hadapi Celeste di Gym.,machine_draft
common_event,16,Diario GOD,,,,183,101,show_text,Ve al Bar Stones de Ciudad Cardenal Centro.,0,Kunjungi Stones Bar di Ciudad Cardenal Centro.,machine_draft
common_event,16,Diario GOD,,,,190,101,show_text,Vuelve al Jardín de los Sueños.,0,Kembali ke Taman Impian.,machine_draft
common_event,16,Diario GOD,,,,197,101,show_text,"Ve a buscar a Eda, se encuentra en uno de los puentes del centro de Ciudad Cardenal.",0,"Carilah Eda, dia ada di salah satu jembatan di pusat Ciudad Cardenal.",machine_draft
common_event,16,Diario GOD,,,,204,101,show_text,Dirígete al Sur de Ciudad Cardenal para coger el Barco.,0,Pergilah ke Selatan Ciudad Cardenal untuk naik Perahu.,machine_draft
common_event,16,Diario GOD,,,,211,101,show_text,Date una vuelta por el Symphony of the Seas.,0,Ikuti tur Symphony of the Seas.,machine_draft
common_event,16,Diario GOD,,,,218,101,show_text,"Sigue tu camino, lol.",0,"Pergilah sesukamu, haha.",machine_draft
common_event,16,Diario GOD,,,,225,101,show_text,Dirígete a la ruta 13 para llegar a Pueblo Ruiseñor.,0,Pergilah ke Rute 13 untuk mencapai Pueblo Ruiseñor.,machine_draft
common_event,16,Diario GOD,,,,232,101,show_text,Baja hasta lo más bajo de la prisión.,0,Turun ke bagian bawah penjara.,machine_draft
common_event,16,Diario GOD,,,,239,101,show_text,Intenta salir de la prisión.,0,Cobalah untuk keluar dari penjara.,machine_draft
common_event,16,Diario GOD,,,,244,101,show_text,Sigue por la Ruta 15.,0,Lanjutkan di Rute 15.,machine_draft
common_event,16,Diario GOD,,,,251,101,show_text,Interactúa con las lápidas del lugar.,0,Berinteraksi dengan batu nisan tempat itu.,machine_draft
common_event,16,Diario GOD,,,,258,101,show_text,Sal del Bosque de los Lamentos y llega a Pueblo Mirlo.,0,Tinggalkan Hutan Ratapan dan capai Kota Blackbird.,machine_draft
common_event,16,Diario GOD,,,,265,101,show_text,Dirígete a la Torre Celestial.,0,Pergilah ke Menara Surgawi.,machine_draft
common_event,16,Diario GOD,,,,272,101,show_text,Derrota a Zurván en el Gimnasio de Pueblo Mirlo.,0,Kalahkan Zurván di Mirlo Town Gym.,machine_draft
common_event,16,Diario GOD,,,,279,101,show_text,Busca un remedio para curar a Latias.,0,Temukan obat untuk menyembuhkan Latias.,machine_draft
common_event,16,Diario GOD,,,,286,101,show_text,Busca a esos malditos Mankey.,0,Carilah Mankey sialan itu.,machine_draft
common_event,16,Diario GOD,,,,293,101,show_text,Busca la fuente sagrada de la cueva.,0,Carilah mata air suci di dalam gua.,machine_draft
common_event,16,Diario GOD,,,,300,101,show_text,Ve a partirle la cara a Hakan.,0,Pukul wajah Hakan.,machine_draft
common_event,16,Diario GOD,,,,307,101,show_text,Llega hasta la Cima Tué-Tué.,0,Capai KTT Tué-Tué.,machine_draft
common_event,16,Diario GOD,,,,314,101,show_text,Sigue por la Ruta 16.,0,Lanjutkan di Rute 16.,machine_draft
common_event,16,Diario GOD,,,,321,101,show_text,Descubre el pasado del Orfanato e intenta salir de ahí.,0,Temukan masa lalu Panti Asuhan dan cobalah keluar dari sana.,machine_draft
common_event,16,Diario GOD,,,,328,101,show_text,Sigue por la Ruta 16 y atraviesa la Cueva Magnética.,0,Lanjutkan sepanjang Rute 16 dan seberangi Gua Magnetik.,machine_draft
common_event,16,Diario GOD,,,,335,101,show_text,¡Huye de la Familia Real!,0,Lari dari Keluarga Kerajaan!,machine_draft
common_event,16,Diario GOD,,,,342,101,show_text,Atraviesa la Ruta 17 y dirígete a Ciudad Lugano.,0,Seberangi Rute 17 dan menuju ke Ciudad Lugano.,machine_draft
common_event,16,Diario GOD,,,,349,101,show_text,Desbarata los planes de la Familia Real dentro de la Galería de Arte.,0,Gagalkan rencana Keluarga Kerajaan di dalam Galeri Seni.,machine_draft
common_event,16,Diario GOD,,,,356,101,show_text,Dirígete al Casino en la Zona Centro de Ciudad Lugano.,0,Pergi ke Kasino di Area Pusat Kota Lugano.,machine_draft
common_event,16,Diario GOD,,,,363,101,show_text,Busca a Rodolfo y a Eda.,0,Carilah Rodolfo dan Eda.,machine_draft
common_event,16,Diario GOD,,,,370,101,show_text,Sal de la Guarida para empezar a buscar a Rodolfo.,0,Tinggalkan Lair untuk mulai mencari Rodolfo.,machine_draft
common_event,16,Diario GOD,,,,377,101,show_text,Encuentra a Rodolfo.,0,Temukan Rodolfo.,machine_draft
common_event,16,Diario GOD,,,,384,101,show_text,Encuentra el Barrio Pobre de Ciudad Lugano.,0,Temukan Lingkungan Miskin di Ciudad Lugano.,machine_draft
common_event,16,Diario GOD,,,,391,101,show_text,Vuelve a la Guarida para dormir.,0,Kembali ke Lair untuk tidur.,machine_draft
common_event,16,Diario GOD,,,,398,101,show_text,Ve a la sala de reuniones.,0,Pergi ke ruang pertemuan.,machine_draft
common_event,16,Diario GOD,,,,405,101,show_text,Dirígete al Piso -5 de la Guarida.,0,Pergi ke Lantai -5 Sarang.,machine_draft
common_event,16,Diario GOD,,,,412,101,show_text,Explora las Cloacas y encuentra a Liberty.,0,Jelajahi Sewer dan temukan Liberty.,machine_draft
common_event,16,Diario GOD,,,,419,101,show_text,Ve a recoger los trajes al Centro Comercial de la Zona Norte de Ciudad Lugano.,0,Ambil pakaian tersebut di Pusat Perbelanjaan Zona Utara Kota Lugano.,machine_draft
common_event,16,Diario GOD,,,,426,101,show_text,Dirígete a la Zona de Ejecuciones.,0,Pergi ke Zona Eksekusi.,machine_draft
common_event,16,Diario GOD,,,,433,101,show_text,Vuelve a la Guarida del Casino.,0,Kembali ke Sarang Kasino.,machine_draft
common_event,16,Diario GOD,,,,440,101,show_text,Mejora con el Frente Batalla o dirígete a la Sala de Entrenamiento (P-4) donde Eda te espera.,0,Tingkatkan dengan Battle Front atau pergilah ke Ruang Pelatihan (P-4) di mana Eda menunggu Anda.,machine_draft
common_event,16,Diario GOD,,,,447,101,show_text,Dirígete al Teatro.,0,Pergi ke Teater.,machine_draft
common_event,16,Diario GOD,,,,454,101,show_text,Dirígete a las puertas del Palacio.,0,Pergilah ke pintu Istana.,machine_draft
common_event,16,Diario GOD,,,,461,101,show_text,Dirígete a la Guarida de Ciudad Lugano.,0,Pergilah ke Sarang Kota Lugano.,machine_draft
common_event,16,Diario GOD,,,,468,355,script,getPepito(0),0,,skip_script
common_event,16,Diario GOD,,,,469,101,show_text,"Desde Ciudad Lugano Este, dirígete al Gate.",0,"Dari Kota Timur Lugano, pergilah ke Gerbang.",machine_draft
common_event,16,Diario GOD,,,,470,355,script,removePepito(),0,,skip_script
common_event,16,Diario GOD,,,,471,355,script,getPepito(1),0,,skip_script
common_event,16,Diario GOD,,,,472,101,show_text,"Saliendo del Gate verás el Parque del Retiro, dirígete arriba del todo.",0,"Meninggalkan Gerbang Anda akan melihat Taman Retiro, pergi ke atas.",machine_draft
common_event,16,Diario GOD,,,,473,355,script,removePepito(),0,,skip_script
common_event,16,Diario GOD,,,,474,355,script,getPepito(2),0,,skip_script
common_event,16,Diario GOD,,,,475,101,show_text,Entra en la cueva que hay justo al final.,0,Masuki gua tepat di ujung.,machine_draft
common_event,16,Diario GOD,,,,476,355,script,removePepito(),0,,skip_script
common_event,16,Diario GOD,,,,483,101,show_text,Dirígete a la ruta 20.,0,Pergilah ke Rute 20.,machine_draft
common_event,16,Diario GOD,,,,490,101,show_text,Ve hacia la Senda Graznido e investiga.,0,Pergi ke Squawk Path dan selidiki.,machine_draft
common_event,16,Diario GOD,,,,497,101,show_text,Atraviesa la Caverna Tángara y llega a la Ruta 21.,0,Seberangi Gua Tangara dan capai Rute 21.,machine_draft
common_event,16,Diario GOD,,,,504,101,show_text,Ve a la Granja Abandonada de Eric.,0,Pergi ke Peternakan Terbengkalai Eric.,machine_draft
common_event,16,Diario GOD,,,,511,101,show_text,"Ve al Sur de Ciudad Cardenal, Sakura te está esperando.",0,"Pergi ke Selatan Kota Kardinal, Sakura menunggumu.",machine_draft
common_event,16,Diario GOD,,,,518,101,show_text,"Juega los minijuegos del Summer Resort, consigue la Summer Skin y habla con Sakura.",0,"Mainkan mini-game Summer Resort, dapatkan Summer Skin dan bicara dengan Sakura.",machine_draft
common_event,16,Diario GOD,,,,525,101,show_text,Te esperas a la Beta 5 :))))),0,Anda menunggu Beta 5 :))))),machine_draft
common_event,16,Diario GOD,,,,532,101,show_text,Investiga la Isla del Sur.,0,Selidiki Pulau Selatan.,machine_draft
common_event,16,Diario GOD,,,,539,101,show_text,Persigue a Tapu Koko.,0,Kejar Tapu Koko.,machine_draft
common_event,18,Celeste Dependiente xD,,,,1,101,show_text,"\dxn[Celeste]¡Vamos, Liberty debe estar en algún lado!",0,"\dxn[Celeste]Ayo, Kebebasan pasti ada di suatu tempat!",machine_draft
common_event,19,give items default,,,,0,355,script,$PokemonGlobal.gachaCoins += 3,0,,skip_script
common_event,19,give items default,,,,2,101,show_text,¡Has recibido 3 Ticket-Gacha!,0,Anda telah menerima 3 Tiket-Gacha!,machine_draft
common_event,22,HEAL,,,,0,355,script,currentCharacter = $Trainer&.character_ID,0,,skip_script
common_event,22,HEAL,,,,1,655,script_cont,"if $game_switches[2092] && !$PokemonTemp.battleRules[""canLose""] && [0, 1].include?(currentCharacter)",0,,skip_script
common_event,22,HEAL,,,,2,655,script_cont,for i in(0...$Trainer.party.length),0,,skip_script
common_event,22,HEAL,,,,3,655,script_cont,if !$Trainer.party[i].fainted?,0,,skip_script
common_event,22,HEAL,,,,4,655,script_cont,$Trainer.party[i].heal,0,,skip_script
common_event,22,HEAL,,,,5,655,script_cont,end,0,,skip_script
common_event,22,HEAL,,,,6,655,script_cont,end,0,,skip_script
common_event,22,HEAL,,,,7,655,script_cont,else,0,,skip_script
common_event,22,HEAL,,,,8,655,script_cont,$Trainer.heal_party,0,,skip_script
common_event,22,HEAL,,,,9,655,script_cont,end,0,,skip_script
common_event,24,SAKURA,,,,0,355,script,"pbSwitchCharacter(5,""Sakura"",1)",0,,skip_script
common_event,24,SAKURA,,,,1,355,script,$Trainer.has_running_shoes = true,0,,skip_script
common_event,24,SAKURA,,,,2,355,script,"$PokemonBag.pbStoreItem(:MEGARING,1)",0,,skip_script
common_event,24,SAKURA,,,,3,355,script,"$PokemonBag.pbStoreItem(:FULLRESTORE,5)",0,,skip_script
common_event,24,SAKURA,,,,4,355,script,"$PokemonBag.pbStoreItem(:MAXREVIVE,1)",0,,skip_script
common_event,24,SAKURA,,,,5,355,script,"$PokemonBag.pbStoreItem(:EXPALL,1)",0,,skip_script
common_event,24,SAKURA,,,,6,108,comment,// Mawile,0,,skip_comment
common_event,24,SAKURA,,,,7,355,script,"pkmn = Pokemon.new(:MAWILE,59)",0,,skip_script
common_event,24,SAKURA,,,,8,655,script_cont,pkmn.iv[:HP] = 31,0,,skip_script
common_event,24,SAKURA,,,,9,655,script_cont,pkmn.iv[:DEFENSE] = 31,0,,skip_script
common_event,24,SAKURA,,,,10,655,script_cont,pkmn.iv[:ATTACK] = 31,0,,skip_script
common_event,24,SAKURA,,,,11,655,script_cont,pkmn.iv[:SPECIAL_ATTACK] = 31,0,,skip_script
common_event,24,SAKURA,,,,12,655,script_cont,pkmn.iv[:SPECIAL_DEFENSE] = 31,0,,skip_script
common_event,24,SAKURA,,,,13,655,script_cont,pkmn.iv[:SPEED] = 31,0,,skip_script
common_event,24,SAKURA,,,,14,655,script_cont,pkmn.nature = :ADAMANT,0,,skip_script
common_event,24,SAKURA,,,,15,655,script_cont,pkmn.learn_move(:PLAYROUGH),0,,skip_script
common_event,24,SAKURA,,,,16,655,script_cont,pkmn.learn_move(:IRONHEAD),0,,skip_script
common_event,24,SAKURA,,,,17,655,script_cont,pkmn.learn_move(:KNOCKOFF),0,,skip_script
common_event,24,SAKURA,,,,18,355,script,pkmn.learn_move(:CRUNCH),0,,skip_script
common_event,24,SAKURA,,,,19,655,script_cont,pkmn.makeFemale,0,,skip_script
common_event,24,SAKURA,,,,20,655,script_cont,pkmn.item = :MAWILITE,0,,skip_script
common_event,24,SAKURA,,,,21,655,script_cont,pkmn.ability = :INTIMIDATE,0,,skip_script
common_event,24,SAKURA,,,,22,655,script_cont,pkmn.shiny = true,0,,skip_script
common_event,24,SAKURA,,,,23,655,script_cont,pbAddPokemonSilent(pkmn),0,,skip_script
common_event,24,SAKURA,,,,24,108,comment,// Clefable,0,,skip_comment
common_event,24,SAKURA,,,,25,355,script,"pkmn = Pokemon.new(:CLEFABLE,57)",0,,skip_script
common_event,24,SAKURA,,,,26,655,script_cont,pkmn.iv[:HP] = 25,0,,skip_script
common_event,24,SAKURA,,,,27,655,script_cont,pkmn.iv[:DEFENSE] = 25,0,,skip_script
common_event,24,SAKURA,,,,28,655,script_cont,pkmn.iv[:ATTACK] = 25,0,,skip_script
common_event,24,SAKURA,,,,29,655,script_cont,pkmn.iv[:SPECIAL_ATTACK] = 25,0,,skip_script
common_event,24,SAKURA,,,,30,655,script_cont,pkmn.iv[:SPECIAL_DEFENSE] = 25,0,,skip_script
common_event,24,SAKURA,,,,31,655,script_cont,pkmn.iv[:SPEED] = 25,0,,skip_script
common_event,24,SAKURA,,,,32,655,script_cont,pkmn.nature = :CALM,0,,skip_script
common_event,24,SAKURA,,,,33,655,script_cont,pkmn.learn_move(:DRAININGKISS),0,,skip_script
common_event,24,SAKURA,,,,34,655,script_cont,pkmn.learn_move(:STEALTHROCK),0,,skip_script
common_event,24,SAKURA,,,,35,655,script_cont,pkmn.learn_move(:REFLECT),0,,skip_script
common_event,24,SAKURA,,,,36,355,script,pkmn.learn_move(:LIGHTSCREEN),0,,skip_script
common_event,24,SAKURA,,,,37,655,script_cont,pkmn.makeFemale,0,,skip_script
common_event,24,SAKURA,,,,38,655,script_cont,pkmn.ability = :MAGICGUARD,0,,skip_script
common_event,24,SAKURA,,,,39,655,script_cont,pkmn.item = :LIGHTCLAY,0,,skip_script
common_event,24,SAKURA,,,,40,655,script_cont,pbAddPokemonSilent(pkmn),0,,skip_script
common_event,24,SAKURA,,,,41,108,comment,// Tinkaton,0,,skip_comment
common_event,24,SAKURA,,,,42,355,script,"pkmn = Pokemon.new(:TINKATON,58)",0,,skip_script
common_event,24,SAKURA,,,,43,655,script_cont,pkmn.iv[:HP] = 25,0,,skip_script
common_event,24,SAKURA,,,,44,655,script_cont,pkmn.iv[:DEFENSE] = 25,0,,skip_script
common_event,24,SAKURA,,,,45,655,script_cont,pkmn.iv[:ATTACK] = 25,0,,skip_script
common_event,24,SAKURA,,,,46,655,script_cont,pkmn.iv[:SPECIAL_ATTACK] = 25,0,,skip_script
common_event,24,SAKURA,,,,47,655,script_cont,pkmn.iv[:SPECIAL_DEFENSE] = 25,0,,skip_script
common_event,24,SAKURA,,,,48,655,script_cont,pkmn.iv[:SPEED] = 25,0,,skip_script
common_event,24,SAKURA,,,,49,655,script_cont,pkmn.nature = :JOLLY,0,,skip_script
common_event,24,SAKURA,,,,50,655,script_cont,pkmn.learn_move(:GIGATONHAMMER),0,,skip_script
common_event,24,SAKURA,,,,51,655,script_cont,pkmn.learn_move(:KNOCKOFF),0,,skip_script
common_event,24,SAKURA,,,,52,655,script_cont,pkmn.learn_move(:PLAYROUGH),0,,skip_script
common_event,24,SAKURA,,,,53,355,script,pkmn.learn_move(:IRONHEAD),0,,skip_script
common_event,24,SAKURA,,,,54,655,script_cont,pkmn.makeFemale,0,,skip_script
common_event,24,SAKURA,,,,55,655,script_cont,pkmn.item = :ASSAULTVEST,0,,skip_script
common_event,24,SAKURA,,,,56,655,script_cont,pbAddPokemonSilent(pkmn),0,,skip_script
common_event,24,SAKURA,,,,57,108,comment,// Rapidash,0,,skip_comment
common_event,24,SAKURA,,,,58,355,script,"pkmn = Pokemon.new(:RAPIDASH,57)",0,,skip_script
common_event,24,SAKURA,,,,59,655,script_cont,pkmn.iv[:HP] = 25,0,,skip_script
